Sample Location,Decision Unit,Sample Type,Sample Depth (feet bgs),Sample ID,Sample Date,Chemical,Concentration,Detection
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,2-Methylnaphthalene,56.1,NA
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,Naphthalene,70.2,NA
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,Phenanthrene,16.6,NA
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,Pyrene,4.93,U
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,Dibenzofuran,4.93,U
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,Total HPAH,24.7,NA
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,Total LPAH,175,NA
East Parcel Concrete Slabs,DU-39,Composite,1-2,DU-39 (1-2),44894,cPAHs (BaP Eq.),5.7,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Acenaphthene,7.48,J
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Acenaphthylene,4.94,U
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Anthracene,4.94,U
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Benz(a) anthracene,12.1,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Benzo(a) pyrene,6.92,J
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Benzo(b) fluoranthene,10.9,J
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Benzo(k) fluoranthene,4.94,U
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,"Benzo(g,h,i) perylene",6.14,J
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Chrysene,11.5,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,"Dibenz(a,h) anthracene",4.94,U
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Fluoranthene,18.4,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Fluorene,4.94,U
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,"Indeno(1,2,3-cd)pyrene",6.65,J
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,1-Methylnaphthalene,24.2,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,2-Methylnaphthalene,40.3,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Naphthalene,62.8,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Phenanthrene,11.2,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Pyrene,17.9,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Dibenzofuran,4.94,U
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Total HPAH,95.5,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,Total LPAH,129,NA
East Parcel Concrete Slabs,DU-39,Composite,2-3,DU-39 (2-3),44894,cPAHs (BaP Eq.),12.4,J
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Acenaphthene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Acenaphthylene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Anthracene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Benz(a) anthracene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Benzo(a) pyrene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Benzo(b) fluoranthene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Benzo(k) fluoranthene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,"Benzo(g,h,i) perylene",4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Chrysene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,"Dibenz(a,h) anthracene",4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Fluoranthene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Fluorene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,"Indeno(1,2,3-cd)pyrene",4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,1-Methylnaphthalene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,2-Methylnaphthalene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Naphthalene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Phenanthrene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Pyrene,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Dibenzofuran,4.97,U
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Total HPAH,24.9,NA
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,Total LPAH,17.4,NA
East Parcel Concrete Slabs,DU-40,Composite,0-1,DU-40 (0-1),44883,cPAHs (BaP Eq.),5.74,NA
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Acenaphthene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Acenaphthylene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Anthracene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Benz(a) anthracene,5.62,J
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Benzo(a) pyrene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Benzo(b) fluoranthene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Benzo(k) fluoranthene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,"Benzo(g,h,i) perylene",5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Chrysene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,"Dibenz(a,h) anthracene",5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Fluoranthene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Fluorene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,"Indeno(1,2,3-cd)pyrene",5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,1-Methylnaphthalene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,2-Methylnaphthalene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Naphthalene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Phenanthrene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Pyrene,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Dibenzofuran,5,U
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Total HPAH,28.1,NA
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,Total LPAH,17.5,NA
East Parcel Concrete Slabs,DU-40,Composite,1-2,DU-40 (1-2),44883,cPAHs (BaP Eq.),6.09,J
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Acenaphthene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Acenaphthylene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Anthracene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Benz(a) anthracene,5.18,J
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Benzo(a) pyrene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Benzo(b) fluoranthene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Benzo(k) fluoranthene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,"Benzo(g,h,i) perylene",5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Chrysene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,"Dibenz(a,h) anthracene",5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Fluoranthene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Fluorene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,"Indeno(1,2,3-cd)pyrene",5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,1-Methylnaphthalene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,2-Methylnaphthalene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Naphthalene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Phenanthrene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Pyrene,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Dibenzofuran,5.05,U
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Total HPAH,27.9,NA
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,Total LPAH,17.7,NA
East Parcel Concrete Slabs,DU-40,Composite,2-3,DU-40 (2-3),44883,cPAHs (BaP Eq.),6.1,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Acenaphthene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Acenaphthylene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Anthracene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Benz(a) anthracene,9.79,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Benzo(a) pyrene,10.1,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Benzo(b) fluoranthene,12.1,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Benzo(k) fluoranthene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,"Benzo(g,h,i) perylene",24.1,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Chrysene,11.8,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,"Dibenz(a,h) anthracene",4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Fluoranthene,15,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Fluorene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,"Indeno(1,2,3-cd)pyrene",15.5,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,1-Methylnaphthalene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,2-Methylnaphthalene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Naphthalene,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Phenanthrene,8.74,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Pyrene,16.4,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Dibenzofuran,4.94,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Total HPAH,120,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,Total LPAH,23.6,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,0-1,DU-43 (0-1),44886,cPAHs (BaP Eq.),16.3,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Acenaphthene,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Acenaphthylene,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Anthracene,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Benz(a) anthracene,8.33,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Benzo(a) pyrene,5.45,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Benzo(b) fluoranthene,12.3,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Benzo(k) fluoranthene,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,"Benzo(g,h,i) perylene",5.6,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Chrysene,17,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,"Dibenz(a,h) anthracene",5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Fluoranthene,34,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Fluorene,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,"Indeno(1,2,3-cd)pyrene",5.25,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,1-Methylnaphthalene,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,2-Methylnaphthalene,5.12,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Naphthalene,32.6,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Phenanthrene,33.4,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Pyrene,28.9,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Dibenzofuran,5.07,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Total HPAH,122,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,Total LPAH,81.3,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,1-2,DU-43 (1-2),44886,cPAHs (BaP Eq.),10.6,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Acenaphthene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Acenaphthylene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Anthracene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Benz(a) anthracene,7.88,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Benzo(a) pyrene,5.06,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Benzo(b) fluoranthene,8.04,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Benzo(k) fluoranthene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,"Benzo(g,h,i) perylene",4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Chrysene,7.27,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,"Dibenz(a,h) anthracene",4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Fluoranthene,10.5,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Fluorene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,"Indeno(1,2,3-cd)pyrene",5.01,J
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,1-Methylnaphthalene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,2-Methylnaphthalene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Naphthalene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Phenanthrene,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Pyrene,10.4,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Dibenzofuran,4.98,U
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Total HPAH,61.6,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,Total LPAH,17.4,NA
East Parcel Concrete Slabs,DU-43 (Within DU-31),Composite,2-3,DU-43 (2-3),44886,cPAHs (BaP Eq.),9.68,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Acenaphthene,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Acenaphthylene,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Anthracene,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Benz(a) anthracene,17,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Benzo(a) pyrene,11.1,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Benzo(b) fluoranthene,16.8,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Benzo(k) fluoranthene,5.07,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,"Benzo(g,h,i) perylene",12.1,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Chrysene,18.9,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,"Dibenz(a,h) anthracene",4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Fluoranthene,25,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Fluorene,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,"Indeno(1,2,3-cd)pyrene",9.55,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,1-Methylnaphthalene,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,2-Methylnaphthalene,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Naphthalene,5.35,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Phenanthrene,11.7,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Pyrene,25.5,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Dibenzofuran,4.95,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Total HPAH,143,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,Total LPAH,29.4,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,0-1,DU-44 (0-1),44896,cPAHs (BaP Eq.),18,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Acenaphthene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Acenaphthylene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Anthracene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Benz(a) anthracene,12.7,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Benzo(a) pyrene,7.18,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Benzo(b) fluoranthene,10.6,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Benzo(k) fluoranthene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,"Benzo(g,h,i) perylene",8.05,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Chrysene,10.2,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,"Dibenz(a,h) anthracene",5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Fluoranthene,14.9,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Fluorene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,"Indeno(1,2,3-cd)pyrene",6.96,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,1-Methylnaphthalene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,2-Methylnaphthalene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Naphthalene,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Phenanthrene,5.62,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Pyrene,15.4,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Dibenzofuran,5,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Total HPAH,91,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,Total LPAH,20.6,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,1-2,DU-44 (1-2),44896,cPAHs (BaP Eq.),12.7,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Acenaphthene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Acenaphthylene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Anthracene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Benz(a) anthracene,12.8,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Benzo(a) pyrene,7.6,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Benzo(b) fluoranthene,10.1,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Benzo(k) fluoranthene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,"Benzo(g,h,i) perylene",4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Chrysene,9.86,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,"Dibenz(a,h) anthracene",4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Fluoranthene,15.8,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Fluorene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,"Indeno(1,2,3-cd)pyrene",5.61,J
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,1-Methylnaphthalene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,2-Methylnaphthalene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Naphthalene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Phenanthrene,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Pyrene,14.9,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Dibenzofuran,4.88,U
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Total HPAH,84,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,Total LPAH,17.1,NA
East Parcel Concrete Slabs,DU-44 (Within DU-36),Composite,2-3,DU-44 (2-3),44896,cPAHs (BaP Eq.),12.9,J
East Parcel Soil Berms,DU-41,ISM,0-1,DU-41 (0-1)A,44858,Acenaphthene,8.09,J
